 5121511|30.996| 93.790|2.35|0.24|1.40|0.06|<|0.47|    |5217|4.53|0.84|2.15|0.22|S |N|Y|
 5308537|14.265| 76.217|0.76|0.08|1.92|0.53|<|0.87|    |5831|4.29|1.26|1.05|0.11|S | |N|n
 5561278|20.310| 79.826|1.16|0.12|2.73|0.15|<|0.47|    |6161|4.38|1.14|1.45|0.15|S |N|Y|
 5613330|23.449| 69.031|1.68|0.17|4.44|0.28| |0.25|0.22|6080|4.20|1.48|2.70|0.27|S |N|Y|
 5652893|14.010| 65.959|1.15|0.13|1.98|0.49|<|0.85|    |5150|4.55|0.78|0.97|0.11|S |N|N|n
 5702939|18.398| 77.934|1.09|0.38|2.45|0.27|<|0.54|    |5634|4.47|0.87|1.04|0.36|P1|N|N|n
 5735762| 9.674| 68.009|2.73|0.27|1.61|0.06|<|0.47|    |5195|4.53|0.84|2.51|0.25|S |N|Y|
 5866724| 5.860| 65.040|1.65|0.17|2.01|0.05| |0.22|0.14|6109|4.29|1.31|2.37|0.24|S |N|Y|
 5959719| 6.738| 66.327|0.99|0.10|1.30|0.21|<|0.76|    |5166|4.56|0.77|0.83|0.09|S |N|Y|
 6071903|24.308| 87.054|2.28|0.23|1.29|0.05|<|0.27|    |5296|4.55|0.83|2.06|0.21|S |N|Y|
 6197215|10.613| 68.691|1.23|0.13|0.48|0.06|<|0.80|    |5933|4.39|1.09|1.46|0.15|S |N|N|n
 6289257|19.675| 69.903|1.33|0.13|1.96|0.21| |0.35|0.27|6023|4.36|1.11|1.61|0.16|S |N|Y|
 6291837|35.596| 84.942|2.45|0.25|3.18|0.42|<|0.71|    |6165|4.38|1.14|3.05|0.31|S |N|Y|
 6356692|11.392| 74.555|0.66|0.23|2.74|0.31|<|0.73|    |5420|4.03|1.64|1.19|0.42|P1|N|N|n
 6365156|10.214| 73.050|1.57|0.16|2.83|0.09|<|0.42|    |5852|4.28|1.25|2.13|0.21|S |N|Y|
 6442340|13.137| 76.973|1.38|0.14|2.41|0.13|<|0.55|    |5764|4.38|1.08|1.63|0.16|S |N|Y|
 6521045|12.816| 68.772|1.37|0.14|3.42|0.34| |0.40|0.19|5874|4.29|1.24|1.85|0.19|S |N|Y|
 6523351| 6.067| 69.128|0.72|0.25|1.02|0.20|<|0.89|    |5489|4.15|1.35|1.06|0.37|P1| |N|n
 6605493| 9.310| 69.379|0.99|0.10|1.80|0.16|<|0.62|    |5805|4.36|1.12|1.20|0.12|S |N|Y|
 6607357| 7.700| 67.390|0.85|0.30|2.72|0.45| |0.55|0.22|5592|4.51|0.91|0.84|0.29|P1|N|N|n
 6707835|22.248| 84.881|2.25|0.23|1.97|0.07|<|0.43|    |5619|4.44|0.99|2.42|0.24|S |N|Y|
 6716545|13.910| 75.855|0.84|0.30|3.29|0.68|<|0.85|    |6044|4.30|1.12|1.03|0.36|P1|N|N|n
 6803202|21.061| 76.591|1.58|0.16|2.64|0.08|<|0.36|    |5719|4.40|1.03|1.77|0.18|S |N|Y|
 6851425|11.120| 72.744|2.29|0.23|1.71|0.12|<|0.62|    |5071|4.59|0.72|1.80|0.18|S |N|Y|
 6922710|23.127| 78.663|1.01|0.11|2.57|0.47|<|0.78|    |5929|4.40|1.07|1.18|0.12|S |N|Y|
 7021534| 9.066| 68.147|1.42|0.50|0.81|0.05|<|0.55|    |5848|4.55|0.87|1.35|0.47|P1|Y|N|
 7033671| 9.490| 66.961|1.48|0.15|1.81|0.09|<|0.46|    |5679|4.29|1.26|2.03|0.20|S |N|Y|
 7211221| 5.621| 69.903|1.21|0.12|1.23|0.11|<|0.53|    |5634|4.44|0.93|1.23|0.12|S |N|Y|
 7219825|17.233| 68.084|2.06|0.21|2.27|0.13|<|0.22|    |6089|4.36|1.13|2.54|0.25|S |N|Y|
 7345248| 5.665| 69.338|0.63|0.22|2.81|0.43|<|0.61|    |5656|4.27|1.19|0.81|0.29|P2| |N|n
 7419318|18.736| 73.153|2.13|0.22|1.47|0.11|<|0.61|    |5187|4.54|0.81|1.89|0.19|S |N|Y|
 7466863|11.971| 68.173|1.83|0.64|0.98|0.03|<|0.39|    |6035|4.12|1.45|2.89|1.01|P1|Y|N|
 7582689|11.921| 70.475|0.75|0.26|5.84|1.24|<|0.95|    |6022|4.04|1.64|1.34|0.47|P1| |N|n
 7668663| 6.498| 69.012|1.44|0.15|1.85|0.34| |0.79|0.09|5725|4.33|1.14|1.79|0.18|S |N|Y|
 7700622|35.585| 86.426|2.83|0.28|1.99|0.10|<|0.46|    |4787|4.62|0.69|2.13|0.21|S |N|Y|
 7762723| 9.887| 72.539|0.73|0.26|2.21|0.39|<|0.65|    |5501|4.58|0.80|0.64|0.22|P1|Y|N|
 7810483|29.921| 79.024|1.71|0.60|1.58|0.11|<|0.58|    |5893|4.52|0.91|1.70|0.59|P1|Y|N|
 7906739| 7.015| 69.903|0.90|0.31|2.43|0.32|<|0.68|    |5652|4.53|0.81|0.80|0.28|P1|Y|N|
 7906892| 8.849| 72.797|0.58|0.07|8.03|3.69| |0.89|0.12|6095|4.35|1.14|0.72|0.08|S | |N|n
 7918652|11.456| 69.316|0.79|0.28|2.45|0.47|<|0.81|    |5809|4.25|1.19|1.02|0.36|P1|N|N|n
 8008067|15.771| 70.584|2.22|0.22|3.32|0.31| |0.67|0.08|5594|4.37|1.10|2.66|0.27|S |N|Y|
 8009496|38.476| 83.567|1.88|0.66|1.72|0.14|<|0.70|    |5833|4.54|0.85|1.74|0.61|P1|Y|N|
 8073705|10.601| 65.967|0.75|0.08|2.29|0.36|<|0.80|    |6086|4.36|1.12|0.91|0.10|S | |N|n
 8077137|15.090| 78.772|0.78|0.08|2.47|0.65|<|0.85|    |6179|4.37|1.16|0.99|0.10|S |N|Y|
 8081187|37.323| 85.828|1.67|0.59|3.58|0.39|<|0.62|    |6030|4.55|0.86|1.57|0.55|P1|Y|N|
 8087812|27.211| 65.360|1.01|0.10|5.01|0.57|<|0.67|    |5985|4.17|1.41|1.55|0.16|S | |N|n
 8242434|44.964| 77.565|2.58|0.26|2.58|0.15| |0.31|0.22|4692|4.63|0.68|1.92|0.19|S |N|Y|
 8280511|10.435| 67.826|1.37|0.14|1.70|0.12|<|0.58|    |5522|4.45|0.91|1.36|0.14|S | |N|n
 8323753| 6.714| 67.308|1.97|0.69|1.33|0.05|<|0.52|    |5817|4.23|1.26|2.71|0.95|P1|Y|N|
 8349582|11.523| 64.959|2.14|0.22|2.41|0.21| |0.61|0.09|5668|4.23|1.35|3.15|0.32|S |N|Y|
 8429668| 5.007| 67.696|0.73|0.26|1.66|0.47| |0.62|0.29|5034|4.63|0.65|0.52|0.18|P2| |N|n
 8480285|29.667| 92.687|2.43|0.25|4.72|0.42| |0.48|0.14|5960|4.36|1.09|2.89|0.29|S |N|Y|
 8494617|22.923| 66.640|1.06|0.11|3.72|0.36|<|0.50|    |5905|4.36|1.10|1.27|0.13|S |N|Y|
 8560804|31.976| 66.803|0.99|0.35|4.96|0.48|<|0.65|    |5878|4.44|1.01|1.09|0.38|P1|N|N|n
 8611832|22.597| 73.431|1.08|0.11|3.15|0.17|<|0.58|    |5577|4.37|0.99|1.17|0.12|S |N|Y|
 8628758|14.374| 71.204|1.99|0.20|4.76|0.68|<|0.91|    |5773|4.40|1.04|2.26|0.23|S |N|Y|
 8631504|14.820| 66.409|1.20|0.12|2.02|0.25|<|0.63|    |4828|4.60|0.72|0.95|0.10|S |N|Y|
 8644365|19.917| 72.354|1.07|0.11|3.37|0.55|<|0.85|    |6054|4.39|1.12|1.31|0.13|S | |N|n
 8804455| 7.597| 64.958|1.14|0.12|2.55|0.47| |0.74|0.11|5715|4.38|1.07|1.33|0.14|S |N|Y|
 8805348|29.907| 78.383|2.36|0.24|3.20|0.39| |0.66|0.12|5739|4.34|1.05|2.69|0.27|S |N|Y|
 8822366|30.864| 65.012|1.41|0.14|4.16|0.20|<|0.62|    |6089|4.35|1.14|1.76|0.18|S |N|Y|
 8827575|10.129| 68.997|0.84|0.30|1.94|0.18|<|0.63|    |5284|4.45|0.89|0.82|0.29|P1| |N|n
 8866102|17.834|114.225|1.66|0.17|2.28|0.06|<|0.39|    |6178|4.37|1.15|2.08|0.21|S |N|Y|
 8962094|30.865| 75.052|2.09|0.21|1.37|0.10|<|0.61|    |5739|4.34|1.04|2.38|0.24|S |N|Y|
 8972058| 8.991| 69.746|2.01|0.20|2.10|0.11|<|0.52|    |5979|4.38|1.09|2.39|0.24|S |N|Y|
 9006186| 5.453| 67.152|0.85|0.09|1.07|0.08|<|0.61|    |5404|4.53|0.87|0.81|0.08|S |N|Y|
 9086251| 6.892| 64.632|0.87|0.09|0.93|0.10|<|0.68|    |6044|4.22|1.45|1.38|0.14|S |N|Y|
 9139084| 5.836| 67.853|2.07|0.21|1.06|0.03|<|0.41|    |5411|4.53|0.85|1.92|0.19|S |N|Y|
 9226339|21.461| 65.230|1.10|0.11|1.66|0.16|<|0.70|    |5807|4.28|1.25|1.50|0.15|S | |N|n
 9288237| 7.491| 68.329|0.52|0.18|3.01|0.73|<|0.84|    |5946|4.44|0.96|0.54|0.19|P1| |N|n
 9491832|49.565|103.693|1.14|0.12|6.43|1.49| |0.74|0.25|5821|4.15|1.57|1.95|0.21|S | |N|n
 9549648| 5.992| 69.883|1.46|0.15|1.80|0.45| |0.89|0.06|6165|4.38|1.14|1.82|0.19|S |N|Y|
 9704384| 5.509| 65.285|1.35|0.14|1.85|0.26|<|0.75|    |5448|4.50|0.91|1.35|0.14|S |N|Y|
 9716028|17.373| 71.258|0.82|0.08|2.46|0.27|<|0.73|    |6119|4.37|1.15|1.03|0.11|S | |N|n
 9717943| 6.110| 69.903|0.72|0.08|1.80|0.87| |0.79|0.20|5968|4.30|1.27|1.00|0.11|S |N|Y|
 9886361| 7.031| 67.464|0.88|0.09|3.04|0.21|<|0.42|    |6090|4.39|1.13|1.08|0.11|S |N|N|n
10055126| 9.176| 71.722|1.33|0.13|2.43|0.24|<|0.48|    |5905|4.36|1.10|1.59|0.16|S |N|Y|n
10130039|12.758| 66.961|1.19|0.12|2.19|0.07|<|0.38|    |5828|4.42|1.01|1.31|0.13|S |N|Y|
10136549| 9.693| 65.809|1.14|0.12|3.44|0.44| |0.57|0.20|5684|4.13|1.59|1.98|0.20|S |N|Y|
10212441|15.044| 66.211|0.95|0.10|2.97|0.24|<|0.57|    |5939|4.35|1.09|1.13|0.11|S |N|Y|
10593535|20.925| 67.900|0.93|0.10|3.63|0.59|<|0.81|    |5822|4.28|1.25|1.27|0.13|S | |N|
10722485| 7.849| 67.907|0.87|0.09|2.61|0.51|<|0.87|    |5682|4.36|1.03|0.98|0.10|S | |N|n
10917433| 6.912| 65.190|0.51|0.05|2.03|0.57|<|0.87|    |5680|4.33|1.12|0.62|0.06|S | |N|n
11086270|31.720| 75.821|1.90|0.19|3.35|0.40| |0.70|0.14|5960|4.37|1.08|2.24|0.22|S |N|Y|
11121752| 7.630| 70.087|1.00|0.10|1.56|0.23|<|0.75|    |6045|4.36|1.12|1.22|0.12|S |N|Y|
11133306|41.746|101.657|1.90|0.19|2.32|0.15| |0.27|0.22|5953|4.37|1.10|2.27|0.23|S |N|Y|
11241912|14.427| 71.857|0.95|0.10|2.40|0.18|<|0.59|    |5931|4.40|1.07|1.10|0.11|S | |N|n
11250587| 7.257| 67.028|1.95|0.20|2.41|0.05|<|0.40|    |5853|4.18|1.49|3.18|0.32|S |N|Y|
11253711|17.791| 82.259|1.86|0.65|1.29|0.09|<|0.57|    |5816|4.48|0.95|1.92|0.67|P1|N|Y|
11295426| 5.399| 69.065|1.89|0.19|2.78|0.20| |0.80|0.05|5793|4.25|1.30|2.68|0.27|S |N|Y|
11402995|10.061| 71.959|2.00|0.20|2.42|0.19|<|0.62|    |5709|4.30|1.18|2.56|0.26|S |N|Y|
11554435| 9.434| 73.119|5.69|0.57|1.29|0.02|<|0.43|    |5536|4.52|0.90|5.60|0.56|S |N|Y|
11560897|35.968| 71.667|1.46|0.15|1.47|0.11|<|0.45|    |5832|4.27|1.28|2.03|0.21|S |N|Y|
11612280| 9.406| 70.699|0.80|0.08|3.02|0.54|<|0.77|    |5857|4.24|1.32|1.15|0.12|S | |N|n
11771430|40.031| 81.863|1.39|0.14|2.25|0.14|<|0.57|    |5850|4.23|1.38|2.10|0.21|S |N|Y|
11774991|37.815| 74.112|1.45|0.15|2.37|0.21|<|0.65|    |4710|4.62|0.70|1.10|0.11|S |N|Y|
12254909| 5.350| 66.872|0.84|0.29|2.26|0.14|<|0.60|    |5987|4.46|0.96|0.88|0.31|P1|N|Y|
12301181| 6.147| 67.867|1.04|0.11|1.45|0.07|<|0.40|    |4997|4.60|0.74|0.84|0.09|S |N|Y|
12416661| 8.053| 67.968|0.63|0.22|2.93|0.37|<|0.59|    |6091|4.12|1.47|1.02|0.36|P1| |N|n
12454461| 7.467| 69.392|0.84|0.09|1.83|0.20|<|0.71|    |6048|4.31|1.27|1.16|0.12|S |N|Y|
12737015|24.669| 69.616|1.05|0.11|4.94|0.49|<|0.69|    |6045|4.15|1.60|1.84|0.19|S | |N|n
